sentiment,text
neg,"Despite unfortunately thinking itself to be (a) intelligent, (b) important and (c) interesting, fortunately this movie is over mercifully quickly. The script makes little sense, the whole idea of the sado-masochistic relationship between the two main characters is strangely trite, and John Lydon shows us all, in the space of one movie, why he should never have let himself out of music. His performance is one-note and irritating.<br /><br />The only positive thing to be said is that Harvey Keitel manages to deliver a good turn. His later Bad Lieutenant would show just how badly good actors can act, but mercifully his performance here is restrained."
neg,"Chris, an adopted son of a moral family, a loser whom works at the school newspaper with Kate (Christine Lakin from of the awful sugary ""Step by Step"" show of the now thankfully defunct ABC's TGIF line-up), finds out that he's just inherited a porn empire from his biological parents. He loses sight of what true friendship and love is and blah blah some other nonsense. He also has to contend with an Uncle who wants control of the family business and a shifty lawyer (arn't they are?) A slightly below average teen comedy that steals from better teen comedies (the opening alone is HIGHLY American Pie-esquire), bops you on the head with the moral every chance it gets, and wastes the only star talent it has (Wayne Newton, Lin Shaye, and if i'm really stretching the star word, Martin Starr of ""Freaks and Geeks"", and Justin Berfield of ""Malcolm in the Middle""). It's not bad exactly, but it's far from good.<br /><br />Eye Candy: a few extras get topless <br /><br />My Grade: C- <br /><br />Where I saw it: Starz on Demand (available until September 29th)"
neg,"Vampire cyborgs rule the world and use the blood of humans as fuel, however there is going to be a shift of power thanks to a renegade android (Kris Kristofferson) and a warrior woman (Kathly Long) as they face off against Lance Henriksen and Gary Daniels (Who play the cyborgs in this ridiculous movie) Of all the questions left unanswered by this dreadful movie, the most poignant is Who's idea was it to cast country singer Kris Kristofferson as a cyborg warrior who is able to give as good as he gets. No, don't get me wrong I could see Kristofferson as a vigilante or something but not as a cyborg. Strangely one suspects that this was written for Dolph Lundgren, however Lundgren must have had the wisdom to not do it. However despite the disastrous casting, Kristofferson is easily the most enjoyable thing about the movie. He gives a performance far more human then the inexpressive Kathy Long. (And Kristofferson is playing a robot) despite the miscasting, Kristofferson provides the few moments of interest. Lance Henriksen is slumming and Gary Daniels is wasted but basically Knights is baffling failure. You stand back in horror wondering who the hell thought that this was even a good idea on paper. (This is a movie where a dismembered Kristofferson is fighting robots in a backpack) Worst of all it ends in a what if sequel, thankfully this has yet to materialize although I still have nightmares at the proposition of the likelihood of such an event.<br /><br />* out of 4-(Bad)"
neg,"Yep, the topic is a straight quote from the movie and I think it's pretty accurate. I was so bored to dead with this pointless effort. All the flashes etc. making no sense after first 20 minutes is just bad film making + If you are epileptic, you would have died at least five times already. Of course all the David Lynch fans would raise a flag for this kind of turkey to be ""the best film ever made"" because it doesn't make any sense AND when it doesn't make any sense it's got to be art, and art movie is always good. Right? I say WRONG. This kind of artificial art grab is just a pathetic way to try to show that you're a good film maker. Anthony Hopkins as a excellent actor should just stay acting."
neg,"Well, I had to sit down at the computer and write down the review immediately after watching this puddle of ooze. Why? Because I have to let it be known to all of you just how bad this movie is. It's unbelievably bad. Just to let you in on how bad it is, I'll offer this little detail about the movie. During scenes of mayhem, which usually consists of people shooting or kicking zombies, they intercut scenes from the video game. Yes, you heard me right. This movie really sucks. In fact, it makes me think about the fact that it costs ten dollars these days just to get into the theaters these days. And to see corn filled crap like this? There is no story to speak of and the movie basically has nothing to offer other than the occasional boob shot and really cheap kills. I'm really disappointed with this, knowing that I watched it. OK, I'm dumbstruck. It's so bad I can't even find the words. RATING: ZERO out of *****."
neg,"A pointless movie with nothing but gratuitous violence. The only fun I had was playing ""spot the location"", as much of it was filmed in my home town of Regina, Saskatchewan. I like to support locally produced films but this one was a major disappointment."
neg,"Well I'm blowed, a Woody Allen film that I walked out of after half an hour (I'm aware of the moral fragility of commenting on a film of which I've seen less than half, but I hope you'll understand why). Basically, it became apparent very early on that we were going to be patronised from the screen with: a script that set out its conceit as if with bullet points; a cast that were all trying to be characters from Hannah and Her Sisters (with the exception of Chloe Sevigny), and were badly directed into doing so; and a camera that sat around portentously, only for there to be nothing to film but chat and the actor delivering it. Drama? None; it's partially pre-narrated, but the action does nothing to develop a dramatic situation.<br /><br />Maybe I did leave too early in this case, but by then I'd decided against another hour and a half of one-liner-Allen clones. The script has its funny moments  I went almost entirely on the back of Will Ferrell's excerpts in the trailer (trailer-hooked again, doh!)  but there's little pace to let them fly off nonchalantly, as is best. Worse than this there's no fluidity. Saying this film's wooden makes a forest look like a jelly: the opening café-bound discussion being the most abject case-in-point. The only thing that should be done by numbers is potted reviewing  2/10."
neg,"I'm studying Catalan, and was delighted to find El Mar, a movie with mostly Catalan dialogue, at my art-house video store.<br /><br />Hmmm... not so delighted to have seen it.<br /><br />Yes, as other reviewers have said, it's well-made, and beautifully photographed. Although the opening sequence of the children is shockingly violent, it's well-acted and convincing. (For the most part, that is... Would the Mallorquins strip a corpse in preparation for burial right in the middle of the town square, in full view of the dead man's 10-year-old boy?) Oh, well... minor detail. Up to this point, it had something of the feel of a non-magical Pan's Labyrinth, also set in the Spanish Civil War.<br /><br />Fast-forward, and the three children who survived the opening incident have come of age. Francisca is a nun working at a tuberculosis sanatorium and the two boys, Manuel and Ramallo, both are patients. I know, but hey, coincidences happen.<br /><br />The problem, as with so many Spanish movies (apologies to Almodovar fans), is that with one exception (Francisca) the characters are just so dang *weird*. Their motivations, personalities, and dialogue are often simply incoherent.<br /><br />What's more, it descends into some horrific wretched excess. Be prepared for LOTS of pain and LOTS of blood. The reviewer who called it a ""potboiler"" is quite on track. If it had been made 40 years ago, the poster would've said: SEE FORBIDDEN LOVE!! RAPE!! MURDER!! MUTILATION!! FANATICISM!! ANIMAL CRUELTY!! BETRAYAL!! <br /><br />The opening sequence is not nearly enough to make the personalities and relationships of the characters believable. To work, this should have had multiple flashbacks to flesh out the characters. As it is, it seems a bizarre and depressing cross between ""Brother Sun, Sister Moon"" and ""Pulp Fiction."" If that sounds like something you've got to see, by all means, enjoy. I think I go with something that doesn't make me feel I need to take a shower to wash off the gore and gloom.<br /><br />As for the Catalan, it's the Mallorqui dialect, fairly different than the Barcelona dialect, though I was surprised by the comment that said that even Barcelonans apparently needed Catalan subtitles to understand it."
neg,"The director states in the Behind-the-Scenes feature that he loves horror movies. He loves them so much that he dedicated the movie to Dario Argento, as well as other notable directors such as George A. Romero and Tobe Hooper. Basically dedicating this movie to those great directors is like giving your mother a piece of sh*t for Mother's Day. The first thing they did wrong was the casting. CAST PEOPLE THAT CAN ACT. Also, don't cast a person that is 40 years old for the role of a misunderstood, 18 year old recluse. That's right, he's been in high school for 22 years. The reactions made by people as they watch their boyfriends get their hearts ripped out is amusing. Or like one part when a guy gets stabbed in the ear with an ear of corn (haha get it), and his girlfriend just goes, ""Oh..my.. God?"" The scarecrow himself is quite a character. Doing flips off cars and calling people losers.<br /><br />The movie does have one redeeming factor... oh wait, no it doesn't.<br /><br />If you absolutely MUST see this movie, than just watch the Rock and Roll trailer on the DVD. It covers about everything and has a really gnarly song dude."
neg,"When I saw this movie cover, the first thing I thought was that it was made for video. The second thing that came to mind was how similar this looked to another terrible movie ""Darkness Falls"", the tale of this dumb witch who killed people in the dark. Unfortunately, Darkness Falls was quite the masterpiece compared to this pile of garbage, and this movie should not have been made.<br /><br />The film starts off with a small back story for the witch, or, more like a pointless introduction of two little kids who are going to go meet the tooth fairy in hopes of her giving them a shiny new bicycle for their tooth. The opening is filmed poorly, and like the rest of the movie, it's certainly not scary. In present time, the movie is about Peter (Lochlyn Munroe). Peter's renting out his house, and his ex-girlfriend Darcy (Chandra West), and her daughter Cole come to stay there. Cole meets a neighborhood child, and they talk of the Tooth Fairy, and how you shouldn't lose your tooth, or she'll come for you. Unfortunately seconds later, it looks like the Tooth Fairy steals her bike and knocks her tooth out (How ironic). Will Cole survive the wrath of the Tooth Fairy, and will her mother and Peter be able to save her, and rekindle their romance...this is a bad movie, you could probably figure it out.<br /><br />One of the main problems with this idiotic film is how undefined the Tooth Fairy is. They say she kills you if you lose your tooth, but nope. She's more like a serial killer who kills at random, and if you lose your tooth, you're definitely going to go. She steals a bike, so apparently she's a thief too. I said earlier that the idea for this movie was based on Darkness Falls, but where did they get the inspiration for the Tooth Fairy's appearance? Let's see. She looks like a burn victim, and she previously went around the neighborhood slaughtering children. Hmmm...it's almost as though she's an exact rip-off of Freddy Krueger from the ""Nightmare on Elm Street"" films. And this is not the worst part of this awful mess, the climax is. This movie might have the most laughable climax (Not literally laughable because I found it more sickening than funny) I've ever seen. Don't see this.<br /><br />Just a little trivia. Lochlyn Munroe was in Scary Movie, and Jianna Ballard was in Scary Movie 3, and they both were in this, so apparently Scary Movie stars are forced to end out their career with bad scary movies.<br /><br />My rating: 1/2 out of ****. 80 mins. R for violence."
neg,"Okay I had heard little about this film, so when it came on the movie channels on TV, I wanted to watch it, being a horror aficionado. I think I can do a collective ""huh?"" for everyone who watched it.<br /><br />I decided to move on with my life, but at a party with my closest friends, we saw it was coming on and some of us having seen it already decided we could laugh our way through it, both of us proclaiming ""this is the dumbest thing I've ever seen"". It wasn't scary; Ill give it to Roth (who I think is a young hack); characters do change throughout the film, ala ""Cube"".<br /><br />HOWEVER despite your typical ""rats in a cage"" scenario- who will turn on who, etc., it was pretty average horror.<br /><br />A few points: 1.) What was with that kid? I'm not even talking about him being weird and biting people. I'm talking about the whole ""slow motion karate kicking"", what was that? 2.) Okay I know Rider's character liked Jordan Ladd's, but as a young woman, I was appalled that he just went ahead and molested her in her sleep. Uh, thats illegal.<br /><br />3.) Roth was in the movie just so Roth could be in the movie. Talk about pointlessly writing yourself in! 4.) What was with the deputy? 5.) So she was just instantly pulled apart by the dog? And there was little to no blood left? Just a scrap of her jeans? Anyway we were LAUGHING our asses off, and I love laughing during horror movies (Return of the Living Dead 2, Evil Dead), but I don't know if we were supposed to be laughing here..."
neg,"""Plan B"" is strictly by-the-numbers fare except for one thing. I surprisingly found it to be rather insulting.<br /><br />Jon Cryer is the ""star"" of this film and plays his usual, smarmy, egotistical, snotty character that was actually endearing in ""Pretty In Pink"" and has NOT been amusing ever since. Grating doesn't even begin to describe his performance. Ricky (Mark Matheisen) is a muscular, blonde, struggling actor who (gasp!) is only worried about his hair and getting laid. Talk about a stock character...ugh. At least the other three characters are somewhat engaging. Lisa Darr and Lance Guest play a grounded, optimistic, caring couple who are struggling to conceive. Since they are not whiny drama queens, however, their roles are apparently considered boring and they aren't given enough screen time. Sara Mornell rounds out the cast by playing Gina, your usual nice and good-looking young woman who just can't seem to find the right partner in love. I've seen this character a million times before but at least her performance overcomes some of the shortfalls caused by the predictability of her situation.<br /><br />What startled me about this film was its juvenile promotion of stereotypes. They introduced a Russian character for the sole purpose of mocking him and making fun of the way he talked. He was portrayed as being wild, ignorant and amazingly shallow. They were just getting warmed up though for the usual nonsense about gays. Gina decides to be gay for a while since she isn't having any luck with guys. Honestly. That wasn't that bad except they really went overboard when Gina brought a lesbian to a Christmas party her friends were throwing. Her lesbian date had very short hair (like I'm sure all lesbians do). She also got quite upset (like I'm sure all lesbians do) when Gina had the nerve to put on lipstick(!). Finally, her date goes around the party hitting on just about every woman there and mouths off when Gina expresses her disappointment. Of course, we all know how gay people can't stay faithful for so much as a couple of hours much less months or even years, right? (Please note the sarcasm in that statement. Thank you.)<br /><br />This film was based on a tired and predictable premise to begin with but Cryer's unlikable performance combined with the idiotic stereotyping sinks this movie to the lower depths of cinema. 2/10"
neg,"A man discovers that his parents were part of a nuclear experiment in the 50's and that he now has the power to... burst into flames! <br /><br />I was really geared up for this film, what with being directed by the great Toby Hooper and staring wild card Brad Dourif. Unfortunately it didn't rise above the average individual-with-violent-powers movie. Spontaneous Combustion has an interesting premise behind it, unfortunately it never seems to live up to its potential and prolongs its plot too much. The special effects aren't bad though and help to carry the movie to the finale.<br /><br />The cast isn't bad, Dourif does steal the show.<br /><br />All around, no classic but it's not the worst of its kind either.<br /><br />** out of ****"
neg,"Shame Shame Shame on UA/DW for what you do! <br /><br />I was appalled. <br /><br />Do NOT take kids to see this movie. The humor is totally inappropriate for children - plus they'll be bored and disappointed. Certainly *we all* have read Theo's wonderful children book and certainly we have expectations...but this is pure trash. Dr. Seuss would be ashamed and certainly would've never given his ""thumbs up"" at such a dastardly attempt to capitalize on a classic.<br /><br />What a pity. <br /><br />Spend your money on the book. If you own a copy, then buy the book and donate it to a Toys for Tots program. This movie is NOT worth a ""free"" ticket viewing.<br /><br />Stick with the book. The tv cartoon version works well if you want a visual portrayal - save your money...seriously. SAVE your money - it will be on cable by saint patty's day.<br /><br />Shame shame shame on what they do!!"
neg,"LOL! Not a bad way to start it. I thought this was original, but then I discovered it was a clone of the 1976 remake of KING KONG. I never saw KING KONG until I was 15. I saw this film when I was 9. The film's funky disco music will get stuck in your head! Not to mention the film's theme song by the Yetians. This is the worst creature effects I've ever seen. At the same time this film remains a holy grail of B-movies. Memorable quotes: ""Take a tranquilizer and go to bed."" ""Put the Yeti in your tank and you have Yeti power."" I remember seeing this film on MOVIE MACRABE hosted by Elvira. There is one scene where it was like KING KONG in reverse! In KING KONG he grabs the girl and climbs up the building, but in this film he climbs down the building and grabs the girl (who was falling)! Also around that year was another KONG clone MIGHTY PEKING MAN (1977) which came from Hong Kong. There is a lot of traveling matte scenes and motorized body parts. This film will leave you laughing. It is like I said, just another KING KONG clone. Rated PG for violence, language, thematic elements, and some scary scenes."
neg,"Greenaway's films pose as clever, erudite and innovative. Yet his style and grammar originate and remind viewers of films made in the World War 1 era of film-making: the frame composition, use of mid-shot, the static camera. It may be well to rub against mainstream movies with this style but it is not new. Perhaps like that other ""innovator"", TS Eliot, he draws more from the past than in looking forward as an authentic innovator would or could.<br /><br />Yet Greenaway's biggest failing is that he cannot write. His dialog and even plot structure is mechanical and logical but without the vitality of another dramatic logician, Brecht. Where this weakness is most apparent is in his humor, which is poised and logical, so the joke is dead before it's delivered. The result is tedium: if it's not funny, it has failed: ask a stand-up comedian to justify their act if the audience doesn't respond. Perhaps the well-read director could learn something from Freud on humor.<br /><br />Finally, like Woody Allen, Greenaway has manipulated his actors over the years to work like clones. They speak the lines with a bored, smug air like narcissistic adolescents.<br /><br />This film, despite its design and lighting, is meretricious."
neg,"I've been watching a lot of cartoon or animated movies because I have a baby girl who likes to watch TV. I began to watch this movie to see if I would like my little one to watch it... and no. At the beginning I thought it was such a cute movie like the Bambi movie, but all the way it was like insinuating the ducky was a homosexual. The info said that they were making fun of him because he wasn't good at sports, but that was not the case. It just seems like a movie made for kids to learn to be okay being gay. It was also very sad, as far as the ducky's dad and all. I don't know, I guess if you're gay you'd like it, but I don't think I'm going to watch it again with my little one."
neg,"After too many bad memories, I took to skipping this episode each time it showed up in the Season 2 sequence. I recently watched it again just to remind me why. I've always considered this the worst ST:TNG episode (with the exception of ""Shades of Gray,"" which barely counts as an episode at all).<br /><br />I keep listening to the clunky dialogue and thinking of the script red-penciled by the author's Writing 101 teacher: ""SHOW, DON'T TELL!"" From Deanna Troi's pronouncement, and everyone else's constant elbowing reminders about what a charming, dangerous rogue Okona is, to Guinan's explanation about how funny her droid joke is (it isn't), to the who-cares resolution to the conflict, there isn't a plot point that isn't highlighted and triple-underlined for our edification, and there ain't a believable moment in any of it. Unfortunately, Bill Campbell, a charming actor in other circumstances, is too puppy-dog huggable to be the center of the machinations of the plot. On the other hand, it could be that no one short of John Barrowman (Jack Harkness from ""Doctor Who"") could pull of this underwritten placeholder of a role.<br /><br />(Zero points, by the way, to the Data subplot. While I think Joe Piscopo stopped being funny decades ago, he and Brent Spiner had nothing to work with here. Although the Jerry Lewis bit was funny in a stupid way.)<br /><br />On a good day, you may be able to think of this as a charming little homage to a lesser Original Series episode. Me, I'd rather skip ahead to ""Time Squared"" or ""Q Who."""
neg,"God, I am so sick of the crap that comes out of America called ""Cartoons""!<br /><br />Since anime became popular, the USA animators either produce a cartoon with a 5-year-old-lazy-ass style of drawing (Kappa Mikey) or some cheep Japanese animation rip-off. (Usually messing up classic characters) No wonder anime is beating American cartoons! <br /><br />They are not even trying anymore! <br /><br />Oh, I just heard of this last night; I live in the UK and when I found out this show first came out in 2005,well, I never knew the UK was so up-to-date with current shows."
neg,"Good performances can't save this terrible script, larded with every cliche in the chick-flick book. Both main characters are deeply unsympathetic, and the scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son -- which I think is supposed to be poignant -- is just horrifying."
neg,"i would have given this movie a 1 out of 10 if it weren't for ms. Claudine Barretto's performance. and i will take this time to overlook that Kris Aquino's here. and... end.<br /><br />i really AVOID watching Pinoy horror movies because stories lack originality and i really think that (some) writers don't give enough attention to the characters (and their progression) in their stories (redundant??). it was as if they 'pushed' the movie onwards when their storytelling stank. and my goodness, creative exhaustion led them to rip-off other movies. why?? why did this movie get a good review?? i wouldn't give it that much merit. the movie was KIND OF scary, but the movie seemed more freaky as it deals with Filipino folklore... it goes into my list of 'most likely to happen' category. i just wished they spent more time improving the story lines and fix those flash back sequences, never mind if the lighting sucked, it wouldn't matter much if the content would blow you away.. SAYANG."
neg,"Was this movie stupid? Yup. Did this movie depth? Nope. Character development? Nope. Plot twists? Nope. This was simply a movie about a highly-fictionalized Springer show. It shows the lengths that some people will go to get their mugs on TV. Molly Hagan did a great job as Jaime Pressly's mom. Jaime is....well...GORGEOUS! This flick wasn't so much made to be a ""breakthrough"" movie, rather, it was intended to life in a trailer park (I live in a trailer park and ours is nothing like the one in this movie) where everyone sleeps with everyone else, all the girls get pregnant by different guys, and all the guys drive rusted-out '66 Ford pickups (exaggeration, of course, but that's the picture everyone sees when you mention ""trailer park""). Some people over-analyze movies (case-in-point: Star Trek freaks). I watch movies purely for the entertainment value; not to point out that the girl is wearing a different shirt in a different scene (read the ""Goofs"" bit about Connie's shirt. Could it have been better? Sure. But it was funny as hell."
neg,"There is one great moment in *Surviving Christmas* that almost makes it worth the pain: James Gandolfini cracks a shovel over Ben Affleck's stupid head.<br /><br />This movie serves as yet another unfortunate example of James Gandolfini proving what a great actor he is whilst simultaneously besmirching his career by acting in this film.<br /><br />Young and wealthy ad exec, Drew Latham (Ben Affleck) has been inculcated into believing that one must never be alone on Christmas. (And there, from the outset, is the underlying problem with our suspension of disbelief in this idiotic movie: how many people of Drew's social standing, in 2004, truly care one way or another whether Christmas is spent alone or with half the family or with a fifty-dollar prostitute?) Storyline finds Drew buying off a family to spend Christmas with, on the condition that they pretend to be his own, insensately ignoring all the indications to the contrary that his money has not bought the emotions he was seeking.<br /><br />For $250,000, a surly suburban truck driver, Tom Valco (James Gandolfini), and his disheveled wife, Christine (Catherine O'Hara), agree to be Drew's ad hoc family, against protests from their son, Brian (a very one-dimensional Josh Zuckerman) and daughter, Alicia (a very soft-focused Christina Applegate). Drew then spends the rest of the movie supposedly recapturing his youth or - something. The messages in this movie are as twisted and illogical as its dry-mouthed storyline. Fraught with overt psychoses, Drew plasters a fake smile on his face and blindly remains in denial against every denigration that he was supposedly buying the Valco family to avoid.<br /><br />Which begs the question: If Drew is paying these people to recapture some semblance of joyous familial emotion, how psychotic must he be to pretend happiness amongst their barbs and mental anguish over his presence? It is not a case of the Valco family hiding their true feelings and pretending to be happy while around Drew - three of the four members make it patently clear they despise him. Is he so incognizant that he cannot see that his money is not buying him the ""family"" atmosphere he was inculcated into believing was a truth in the first place? As with all movies this opprobrious, one wonders how *four* screenwriters could possibly get so tangled in their own narcissistic dreams of appearing in a credits sequence that they will overlook any semblance of plausibility, or intelligence.<br /><br />Director Mike Mitchell, who was responsible for *Deuce Bigalow: Male Gigolo* - stop right there. 'Nuff said.<br /><br />Gandolfini and O'Hara somehow manage to shine, proving their mettle amongst this mess. Christina Applegate is willowy and cutesy and blond and fiery in all the right places, scathingly cutting Drew into little strips of carcass for most of the movie, then doing an about-face and falling in love with him because the script tells her to.<br /><br />And I wouldn't go so far as to say that Affleck is a bad actor, but John Schneider better look over his shoulder. There's a whole new level of Desperately Seeking Talent in town."
neg,"This film is a travesty, and isn't fit to keep company with the superior original. The plot is an absolute mess, and the film is way too long. Everytime they're struggling, they desperately inject a sentimental reminder from the first film.<br /><br />""Gregory's Girl"" is one of the top 10 British films of all time, this one is awful."
neg,"***SPOILERS*** Like some evil Tinkers-to-Evers-to-Chance double-play combination we have in ""Omen IV"" the evil seed of the deceased AntiChrist Damien Thorn come back. Terrorizing his parents his schoolmates his neighbors and finally the entire world as a she named Delia York, Asia Vieila. After being given to a ""deserving"" couple the Yorks Karen & Gene, Fay Grant & Michael Woods,by the Catholic Church's St. Francis orphanage.<br /><br />Little Delia didn't waste any time making her peasants felt by scratching her mom at a house party. Later Delia almost get killed by a runaway truck only to have herself saved by this ""Devil Dog"" named Ryder. Going to school Delia takes care of the local bully by getting the big guy to wet himself in front of all his classmates. Later when his father threatens the Yorks with a law suit she has his head sliced off in a self-induced traffic accident! Delia is someone that you never mess with if you know what's good for you.<br /><br />Meanwhile Dalia's dad Gene becomes a big man in town on his own, or so he thinks, by getting elected to the congress as a champion of the clean air and green trees crowd instead of letting the smog and concrete boys take over the neighborhood with his eye now on he White House itself! Did his bratty and strange daughter Delia have anything to do with Gene York's sudden good fortune?<br /><br />It's only later when Jo, Ann Hearen, is hired as Delia's nanny that the truth's comes out about her strange and evil powers. Jo a New Age type realizes that Delia is a bit weird, after turning all her white crystals black, and calls her New Age Guru Noah, Jim Byrnes, to come over and check her out. Noah is so upset by what he sees in Delia Kirilian color vibrations ,all black and blue with a little pinch of red, that it flips him out so bad that he almost crashed into Delia's moms car.<br /><br />Taken on a trip to a psychic festival by Jo Delia turns the entire event into an inferno setting the place, through mental telepathy, on fire and heaving everyone there run for cover including poor Noah who was at the festival and ended up with his leg broken. The and shaken and battered Guru was so shook up by the whole experience that he later checked out of the country to become a hermit in the Tibetan wilderness. <br /><br />Jo herself is later thrown out, with the help of the sweet and cuddly family pet Ryder, of a second floor window to her death because she knew and talked too much. It's when Karen is again pregnant that she decides, finally, to find out the truth about the real parents of Delia. That's when she,and we in the audience, come face to face with the truth. She's not only the feared AntiChrist of Revelations she's his twin sister! Her brother the AntiChrist himself is about to come on the scene as her kid brother the sill unborn Alexander York!<br /><br />Three times were more then enough for the AntiChrist coming back to earth to bring about Armageddon. The movie going public were already getting a little tired of of him and his evil adventures. With a fourth really not necessary since Daimen Thorn, the original AntiChrist, had been dead and buried for years. Were put through the usual ringer with no one believing that little Delia is ""Thee"" AntiChrist until it was almost too late to stop her in her deadly rounds of destroying the entire human race. The movie as bad as it is is also far too long, 97 minutes, for a horror flick that could well have told it's story is as little as 80 minutes.<br /><br />Having a private eye Earl Knight, Mchael Learner,and later a former Catholic nun sister Yvonne,Megan Lehch,and now faith healer Felichy in the film only to be killed off didn't help the plot either. It only prolonged the suffering of those of us watching the movie. You could see the surprise ending coming almost as soon as the film ""Omen IV"" began with the bases being cleared for Delia's eventual takeover of the civilized as well as uncivilized world. What was a bit of a surprise was Delia doing it with a little help from friends."
neg,"For movie fans who have never heard of the book (Shirley Jackson's ""The Haunting of Hill House"") and have never seen the 1963 Robert Wise production with Julie Harris, this remake will seem pretty darn bad.<br /><br />For those of us who have, it is just plain awful.<br /><br />Bad acting (what was Neeson thinking?), goofy computer enhancements, and a further move away from Jackson's story doom this remake.<br /><br />Do yourself a favor and rent the original movie. It still effectively scares without hokey special effects. The acting is professional and believable.<br /><br />For readers of the book, the from 1963 follows the it much closer."
neg,"Elvis Presley plays a ""half-breed"" Native American (""Indian"") who has to defend his reservation from nasty business tycoons. Everyone likes to get drunk, fight, and make children. Fighting, wrestling, and ""punching out"" each other replace the stereotypical hand-raised expression ""How""?<br /><br />Although he does have make-up on, it's obvious Elvis is healthier than he appeared in prior films; possibly, he was getting ready for his famous ""comeback"". It couldn't have been because this movie's script was anything to get excited about. Joan Blondell trying to seduce Elvis, and Burgess Meredith in ""war paint"", should be ashamed.<br /><br />The best song is ""Stay Away"" (actually, ""Green Sleeves"" with different lyrics). The most embarrassing song is Elvis' love song to the bull ""Dominic"". There are some surreal scenes, but it never becomes trippy enough to succeed in that genre; though, ""Stay Away, Joe"" might provide some laughs if you're in the right ""mood"".<br /><br />Otherwise, stay away. <br /><br />** Stay Away, Joe (1968) Peter Tewksbury ~ Elvis Presley, Burgess Meredith, Joan Blondell"
neg,"Woosh! Man What can I say...?<br /><br />The opening-scene, maybe? We see a bunch of mongoloid-barbarians with bad make-up jump off the walls of some ruins. They sneak around and attack some dude with a scantily clothed captive girl. The dude runs off, the mongoloids follow him and one of them stays behind seemingly to rape the girl, but instead he exposes one of her breasts and kidnaps her. Then, the dude (still on the run) sees a horse and tries to steal it. Suddenly a blond god-like looking hero with a bad wig appears, saying ""That's my horse!"". The Mighty Deathstalker just made his appearance. The mongoloids arrive, Deathstalker kills all of them (including the dude) on the tunes of some rather inappropriate Mexicanos western score (this is supposed to be a Swords & Sorcery flick, so what's with the 'arriba-trompettos'?), and then goes up to Captive Girl and exposes both her breasts. He starts to rub them and Captive Girl seems to like it. She starts liking her lips and caressing Deathstalker. Just when they are about to get down to it, this old dude appears, interrupting what could have been the end of a perfect day for Deathstalker (and a possible perfect ending for a short-film).<br /><br />Now tell me Isn't that the point where either a feminist would angrily switch off the movie, or any other male viewer would say ""This is going to be one hell of a good movie!"" The plot is as simple as throwing a kitten from the balcony: Deathstalker must obtain the Sword of Justice and use it to steal the Amulet of Life and the Chalice of Magic from the evil sorcerer Munkar.<br /><br />Aside from decapitations, dismemberment, random bloodshed, retarded fist fights and embarrassing sword fights, this film also contains a massive amount of t!ts & a$$ shots. I initially wanted to add one extra point to this movie for each gratuitous shot of naked boobies I could count. After 9 points (not even halfway into the movie), I had to give up counting. It was distracting me from the rest of the movie. And the rest of the movie was worth it. Totally crazy stuff. Check out this mutant cat/worm-like creature Munkar has as a pet and which he feeds eyeballs and fingers. And here's an interesting question: What would you do if a man in a woman's body would enter your bedroom and try to kill you with a knife? The answer is simple: You slap him around a bit, take away the knife and then try to rape him. Then you discover that he's actually not a woman, so you throw him out of your bed and tell him to leave your room. It works out well, I tell you. Deathstalker does it too, and the Deathstalker-way, is the right way!<br /><br />DEATHSTALKER is a wonderful movie, really, as pointed out in other comments. The villains are vile. The women are delicious. There's blood, sex, violence, rape and tasty chicken. There's a completely pointless tournament which just features a bunch of barbarians beating, slashing and hacking the crap out of each other. My favorite weapon used in that tournament was a giant wooden hammer, used to beat a poor contender to bloody pulp. And my favorite contender undoubtedly was that one brute with the Warthog-head (reminiscent of the Gamorrean Guards from RETURN OF THE JEDI). I won't reveal how the movie ends, but just prepare to ravish in delight when I tell you a 4-way dismemberment is thrown into the movie's climax.<br /><br />And of course, there's a wonderful display of ineptitude throughout the whole movie. See a guy being dragged behind a horse over a dirt road, and the next point-of-view shot shows him being dragged over grass (no road). See that awesome tattoo on the sorcerer's head magically change sides within the same scene (on shot has it on the left side of his head, the other on the right). Well, after all, Munkar is a magician. It's that, or this movie was shot in an alternate universe where things like ""continuity"" simply don't exist.<br /><br />As much as I enjoyed this and as much as I am looking forward to the other 3 installments in this series, I do have enough shreds of decency left in me to not let this movie pass. I am prepared, though, to give it the maximum amount of minimal points, just so I could be able to deduct a couple of more points for the possibly inferior sequels to follow. DEATHSTALKER might be a superbly fun, trashy & sleazy CONAN rip-off, it also is an abominable movie."
