page_id	protest_id	protest_location	protest_start	protest_end	protest_subject	protest_participants	protest_time	protest_description	protest_urls
4	6419	Winchester, MA	Tuesday, May 25, 2021		Subject(s): George Floyd, General - Racism/White Supremacy, General - Black Lives Matter Movement	Participant(s): 100+	Time: Unclear	Description: Student-led walkout at Acera School; included 9m 29s of silent kneeling to reflect time officer knelt on Floyd's neck	Source(s):##http://homenewshere.com/daily_times_chronicle/news/winchester/article_a6e013ac-c312-11eb-a7cc-27f529fe5ddd.html
4	6326	New York, NY	Sunday, May 23, 2021		Subject(s): George Floyd, General - Police Brutality	Participant(s): 200	Time: Unclear	Description: In Brooklyn, 2 days before 1 yr anniversary of Floyd's murder; led by Al Sharpton, attended by Floyd's brother Terrence	Source(s):##https://www.twincities.com/2021/05/24/george-floyds-family-holds-rally-march-in-brothers-memory/
4	6325	Minneapolis, MN	Sunday, May 23, 2021		Subject(s): George Floyd, General - Police Brutality	Participant(s): Hundreds	Time: Unclear	Description: 2 days before 1 yr anniversary of Floyd's murder; attended by Floyd's family, elected officials & civil rights leaders	Source(s):##https://www.twincities.com/2021/05/24/george-floyds-family-holds-rally-march-in-brothers-memory/##https://www.kmov.com/news/hundreds-march-in-minneapolis-to-mark-1st-anniversary-of-george-floyds-death/article_b5bc8e3e-84a4-544b-af9f-2f981332adad.html##https://www.startribune.com/families-civil-rights-leaders-reflect-on-one-year-since-george-floyd-s-killing/600060500/
4	6024	Elizabeth City, NC	Monday, April 26, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office, CA Michael Cox	Participant(s): 300	Time: Evening	Description: Included march to Cox's house & shutdown of bridge to Camden County	Source(s):##https://www.wavy.com/news/north-carolina/protesters-shut-down-bridge-in-elizabeth-city-following-fatal-deputy-involved-shooting-of-andrew-brown-jr/
4	6023	Elizabeth City, NC	Monday, April 26, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 30-50 (est.)	Time: Afternoon	Description: Shutdown bridge to Camden County	Source(s):##https://www.wavy.com/news/north-carolina/protesters-shut-down-bridge-in-elizabeth-city-following-fatal-deputy-involved-shooting-of-andrew-brown-jr/##https://twitter.com/KaylaGaskinsTV/status/1386722018834489350
4	6032	Columbus, OH	Sunday, April 25, 2021		Subject(s): Ma'Khia Bryant, Local - Law Enforcement - Columbus Police Department	Participant(s): 30-50 (est.)	Time: Afternoon	Description: Vigil led by faith leaders across from Columbus police HQ	Source(s):##https://www.dispatch.com/story/news/2021/04/25/protests-continue-sunday-columbus-makhia-bryant/7377610002/
4	6031	Columbus, OH	Sunday, April 25, 2021		Subject(s): Ma'Khia Bryant, Local - Law Enforcement - Columbus Police Department	Participant(s): Unclear	Time: Afternoon	"Description: ""Pint Sized Protesters"" rally w/ families & young children"	Source(s):##https://www.dispatch.com/story/news/2021/04/25/protests-continue-sunday-columbus-makhia-bryant/7377610002/##https://columbusfreepress.com/article/crocs-makhia-bryant-statehouse
4	6030	Columbus, OH	Sunday, April 25, 2021		Subject(s): Ma'Khia Bryant, George Floyd, Casey Goodson Jr., Andre Hill, Tyre King, Local - Law Enforcement - Columbus Police Department, General - Police Brutality	Participant(s): 200	Time: Afternoon-Evening	Description: No details included for this demonstration.	Source(s):##https://www.dispatch.com/story/news/2021/04/25/protests-continue-sunday-columbus-makhia-bryant/7377610002/
4	6028	Elizabeth City, NC	Sunday, April 25, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 50 (est.)	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.wavy.com/news/north-carolina/elizabeth-city-pasquotank-public-schools-to-go-on-full-remote-schedule-through-friday/
4	6033	Columbus, OH	Saturday, April 24, 2021		Subject(s): Ma'Khia Bryant, Local - Law Enforcement - Columbus Police Department	Participant(s): 100+	Time: Afternoon	Description: Wore Crocs shoes as Bryant was wearing in video of her killing	Source(s):##https://www.10tv.com/article/news/local/protesters-gather-outside-ohio-statehouse-wearing-crocs-in-honor-of-makhia-bryant/530-ffe8213d-bc21-4bcf-856c-d1ac09cf832d##https://columbusfreepress.com/article/crocs-makhia-bryant-statehouse
4	6027	Elizabeth City, NC	Saturday, April 24, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): Dozens	Time: Evening	Description: Protested in the rain for 2+ hours	Source(s):##https://www.wral.com/andrew-brown-family-attorney-says-family-will-be-able-to-view-bodycam-footage-monday-as-community-leaders-call-for-public-releas/19644273/
4	6025	Elizabeth City, NC	Friday, April 23, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 200	Time: Afternoon-Evening	Description: Included shutdown of bridge to Camden County	Source(s):##https://www.wavy.com/news/north-carolina/protests-continue-for-third-day-after-law-enforcement-killing-of-andrew-brown-in-elizabeth-city/##https://www.newsobserver.com/news/local/article250903639.html
4	6020	Albany, NY	Saturday, April 17, 2021	- Thursday, April 22, 2021	Subject(s): Albany Police Department, Local - Police Brutality	Participant(s): 60+ (est.)	Time: Continuous	Description: 6-day occupation outside police South State in response to violence against protesters by Albany police; ended in police using violence to clear occupation	Source(s):##https://www.timesunion.com/news/article/Albany-police-forcibly-take-back-South-Station-16121010.php##https://wnyt.com/albany-new-york-news/albany-police-and-protesters-clash-south-station/6083627/##https://wnyt.com/news/south-station-protests-continue-for-5th-day-protesters-react-to-chauvin-verdict/6081889/##https://twitter.com/jennseeligtv/status/1383915569200590851
5	6018	Elizabeth City, NC	Thursday, April 22, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 100	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.wtkr.com/news/protest-for-release-of-body-cam-footage-in-andrew-browns-death-planned-in-elizabeth-city##https://www.wnct.com/news/north-carolina/protest-planned-for-2nd-night-in-elizabeth-city-community-demands-release-of-body-camera-in-fatal-officer-involved-shooting/
5	6021	Duluth, MN	Wednesday, April 21, 2021		Subject(s): Daunte Wright, Ofc. Kim Potter	Participant(s): Unclear	Time: Evening	"Description: ""Flowers for Daunte"" vigil at Clayton Jackson Mcghee Memorial; handed out care packages"	Source(s):##https://www.fox21online.com/2021/04/21/flowers-for-daunte-wright-held-at-cjm-memorial/
5	6017	Elizabeth City, NC	Wednesday, April 21, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 200	Time: Evening	Description: Hours after Brown was fatally shot by a sheriff's deputies	Source(s):##https://www.newsobserver.com/news/state/north-carolina/article250843094.html
5	6029	Miami, FL	Tuesday, April 20, 2021		Subject(s): Ma’Khia Bryant, Outside - Law Enforcement - Columbus Police Department	Participant(s): 12+	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.miamiherald.com/news/local/community/miami-dade/downtown-miami/article250897449.html
5	6026	Raleigh, NC	Tuesday, April 20, 2021		Subject(s): Andrew Brown Jr., Pasquotank County Sheriff's Office	Participant(s): 100	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.newsobserver.com/news/local/article250903639.html
5	6016	Columbus, OH	Tuesday, April 20, 2021		Subject(s): Ma'Khia Bryant, Local - Law Enforcement - Columbus Police Department	Participant(s): 50	Time: Evening	Description: Impromptu gathering at site where Bryant was fatally shot by a Columbus police officer	Source(s):##https://www.dispatch.com/story/news/crime/2021/04/20/one-person-killed-officer-involved-shooting-east-side/7309088002/
5	6015	New York, NY	Tuesday, April 20, 2021		Subject(s): Daunte Wright, Adam Toledo (Non-Black), General - Police Brutality, George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 50+ (est.)	Time: Evening	"Description: In Manhattan/Harlem; ""peace walk"" in remembrance of police brutality victims; also a response to conviction of Chauvin after verdict was read"	Source(s):##https://www.ny1.com/nyc/queens/news/2021/04/21/after-guilty-chauvin-verdict--protesters-march--relieved-and-cautious##https://twitter.com/DanCohenNYC/status/1384671401748189184##https://twitter.com/AlexLJanin/status/1384622993939345410##https://twitter.com/ShannanFerry/status/1384624946677178369##https://twitter.com/lynchfornyc7/status/1383149320166313985
5	6013	Las Vegas, NV	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 15-20 (est.)	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.8newsnow.com/news/local-news/las-vegas-locals-visitors-react-to-derek-chauvin-verdict/##https://www.reviewjournal.com/crime/homicides/chauvin-guilty-verdict-hailed-as-victory-for-justice-in-southern-nevada-2334328/
5	6012	San Diego, CA	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 100	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.sandiegouniontribune.com/news/public-safety/story/2021-04-20/small-group-of-demonstrators-march-through-downtown-san-diego-after-chauvin-verdict
5	6011	Columbus, OH	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction, Ma'Khia Bryant, Local - Law Enforcement - Columbus Police Department	Participant(s): 200	Time: Evening	Description: Started as response to conviction of Chauvin for murdering Floyd; developed into protest of Columbus police killing Bryant	Source(s):##https://www.dispatch.com/story/news/2021/04/20/chauvin-verdict-met-happiness-and-hope-downtown-columbus/7307326002/
5	6010	Grand Rapids, MI	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction, General - Police Brutality	Participant(s): 30	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.mlive.com/news/grand-rapids/2021/04/still-need-to-fight-for-justice-grand-rapids-protesters-say-after-murder-conviction-in-george-floyd-death.html
5	6009	Salt Lake City, UT	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction, Local - Police Brutality	Participant(s): 300	Time: Evening	Description: March to mural of people killed by police	Source(s):##https://www.sltrib.com/news/2021/04/20/utah-leaders-call-calm/##https://kutv.com/news/local/march-in-downtown-salt-lake-city-after-ex-cop-found-guilty-of-george-floyds-murder
5	6008	Milwaukee, WI	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 50+ (est.)	Time: Afternoon-Evening	Description: Attended by Maria Hamilton, mother of Dontre Hamilton who was killed by Milwaukee police in 2014	Source(s):##https://www.tmj4.com/news/local-news/dozens-march-in-milwaukee-in-support-of-george-floyd-following-derek-chauvin-verdict
5	6007	Pittsburgh, PA	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction, General - Police Brutality	Participant(s): 150	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.publicsource.org/chauvin-guilty-verdict-murder-george-floyd-pittsburgh-bittersweet/##https://www.wesa.fm/2021-04-20/dozens-gather-at-freedom-corner-as-jury-finds-chauvin-guilty-on-all-three-charges##https://www.wpxi.com/news/top-news/community-activists-march-through-downtown-honoring-life-george-floyd/KX2U5Y2ANRDFPFNHAKJ6X7QUF4/
5	6006	New York, NY	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 500	Time: Afternoon-Evening	Description: In Brooklyn; rally, march in response to conviction of Chauvin for murdering Floyd	Source(s):##https://www.lohud.com/story/news/2021/04/21/brooklyn-george-floyd-march-walk-across-manhattan-bridge/7314921002/
5	6005	Minneapolis, MN	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 600	Time: Afternoon-Evening	Description: Rally in response to conviction of Chauvin for murdering Floyd	Source(s):##https://www.startribune.com/at-george-floyd-square-verdict-relieves-tensions-of-a-long-year/600048317/
5	6004	Minneapolis, MN	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): 1000+	Time: Evening	Description: March downtown following conviction of Chauvin for murdering Floyd	Source(s):##https://www.startribune.com/minneapolis-streets-erupt-in-elation-over-guilty-verdicts-for-derek-chauvin/600048215/
5	6003	Minneapolis, MN	Tuesday, April 20, 2021		Subject(s): George Floyd, Ofc. Derek Chauvin, Legal - Conviction	Participant(s): Hundreds	Time: Afternoon-Evening	Description: Outside Hennepin County Government Center; in response to conviction of Chauvin for murdering Floyd	Source(s):##https://www.startribune.com/minneapolis-streets-erupt-in-elation-over-guilty-verdicts-for-derek-chauvin/600048215/
5	6019	Charleston, SC	Sunday, April 18, 2021		Subject(s): Daunte Wright, Adam Toledo (Non-Black), General - Police Brutality	Participant(s): Hundreds	Time: Afternoon-Evening	Description: No details included for this demonstration.	Source(s):##https://www.counton2.com/news/local-news/leader-of-local-advocacy-group-arrested-after-holding-downtown-protest-which-police-say-was-without-permit/##https://www.counton2.com/news/local-news/protesters-call-for-justice-end-to-police-inequality-in-downtown-charleston/
5	6014	Bloomington, IL	Sunday, April 18, 2021		Subject(s): Daunte Wright, Adam Toledo (Non-Black), General - Police Brutality	Participant(s): 35	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.pantagraph.com/news/local/public_safety/watch-now-bloomington-vigil-calls-for-end-to-police-brutality-remembers-victims/article_c1bf0982-bad3-53e6-9da6-234d48c321af.html
6	6000	Raleigh, NC	Sunday, April 18, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 300	Time: Evening	Description: Laid out banner surrounded by items incl. air fresheners (police pulled Wright over in part for having air freshners in his car)	Source(s):##https://www.dailytarheel.com/article/2021/04/city-durham-raleigh-vigil-protest
6	5989	Wausau, WI	Sunday, April 18, 2021		Subject(s): General - Police Brutality	Participant(s): 15	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://wsau.com/2021/04/18/small-black-lives-matter-demonstration-in-wausau/
6	5983	Cambridge, MA - Boston, MA	Sunday, April 18, 2021		Subject(s): Daunte Wright	Participant(s): 100+	Time: Evening	Description: March from Massachusetts Institute of Technology (MIT) to Boston Common	Source(s):##https://www.boston.com/news/local-news/2021/04/19/protesters-march-from-cambridge-to-boston-demanding-justice-for-daunte-wright
6	6001	Virginia Beach, VA	Saturday, April 17, 2021		Subject(s): Donovon Lynch, Deshayla Harris, Local - Law Enforcement - Virginia Beach Police Department	Participant(s): 15-20 (est.)	Time: Evening	Description: On what would have been Lynch's 26th birthday	Source(s):##https://www.pilotonline.com/news/vp-nw-757-protest-20210418-j5x2mm7sorb5vb2oagsju6ihnm-story.html
6	5999	Denver, CO	Saturday, April 17, 2021		Subject(s): Daunte Wright, Non Black - Adam Toledo, General - Police Brutality	Participant(s): 100 (est.)	Time: Afternoon	Description: March downtown	Source(s):##https://www.9news.com/article/news/local/protests/2-activist-protest-death-daunte-wright-denver/73-ef04a2e3-1478-46ab-af67-3ac0e967348c##https://denverite.com/2021/04/18/denverites-protest-more-police-killings-as-they-wait-for-the-verdict-in-derek-chauvins-trial/
6	5998	Denver, CO	Saturday, April 17, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 300	Time: Afternoon	Description: Rally outside Capitol, march	Source(s):##https://303magazine.com/2021/04/black-lives-matter-protest-april-2021/##https://kdvr.com/news/local/daunte-wright-protesters-march-from-capitol-to-denver-police-station/##https://www.9news.com/article/news/local/protests/2-activist-protest-death-daunte-wright-denver/73-ef04a2e3-1478-46ab-af67-3ac0e967348c
6	5997	Salt Lake City, UT	Saturday, April 17, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 50+ (est.)	Time: Afternoon	Description: March frorm Washington Square Park to police dept	Source(s):##https://kutv.com/news/local/saturdays-peaceful-demonstration-marks-a-week-of-protests-in-salt-lake-city##https://dailyutahchronicle.com/2021/04/19/justice-for-daunte-wright-and-all-victims-of-police-terror-protest/
6	5996	Las Vegas, NV	Saturday, April 17, 2021		Subject(s): Daunte Wright, General - Police Brutality, General - Racism/White Supremacy	Participant(s): Unclear	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.ktnv.com/news/black-lives-matter-rally-happens-on-las-vegas-strip
6	5995	Stamford, CT	Saturday, April 17, 2021		Subject(s): Daunte Wright,Non Black - Adam Toledo ,General - Police Brutality	Participant(s): 48	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.stamfordadvocate.com/local/article/Black-lives-really-do-matter-Protesters-16109052.php
6	5994	Fargo, ND	Saturday, April 17, 2021		Subject(s): White Lives Matter, Local - Racism/White Supremacy	Participant(s): 100+ (est.)	Time: Afternoon	Description: Counterprotest to White Lives Matter rally that never materialized	Source(s):##https://www.kvrr.com/2021/04/11/blm-protest-in-response-to-white-lives-matter-flyer/
6	5992	Dayton, OH	Saturday, April 17, 2021		Subject(s): General - Police Brutality, Local - Law Enforcement	Participant(s): 15	Time: Morning	Description: No details included for this demonstration.	Source(s):##https://www.daytondailynews.com/local/black-lives-matter-protests-in-dayton-saturday/ZV7RYZ4OKRDJBDGCHC7WCUZPMU/
6	5991	Grand Blanc, MI	Saturday, April 17, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 24+	Time: Unclear	Description: Youth-led	Source(s):##https://nbc25news.com/news/local/grand-blanc-students-lead-black-lives-matter-protest-to-honor-daunte-wright
6	5988	Lindale, TX	Saturday, April 17, 2021		Subject(s): George Floyd, Lindale Student, Lindale Independent School District, Local - Racism/White Supremacy	Participant(s): 6+ (est.)	Time: Unclear	Description: In response to white student making video of herself dressed as a police officer kneeling on someone's kneck	Source(s):##https://www.ktbs.com/news/black-lives-matter-protesters-march-in-lindale-in-response-to-video-mocking-george-floyds-death/article_f0761b86-a0af-11eb-b31c-e39eb7a656a4.html
6	5985	Columbus, OH	Saturday, April 17, 2021		Subject(s): General - Police Brutality	Participant(s): 200	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.10tv.com/article/news/local/black-lives-matter-protesters-march-in-downtown-columbus/530-3805ba99-5af7-4c5b-bce8-c9cb0e45dd3b##https://abc6onyourside.com/news/local/black-lives-matter-protesters-statehouse-downtown-columbus-4-17-2021
6	5984	Boston, MA	Saturday, April 17, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 200	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.wgbh.org/news/local-news/2021/04/17/back-in-boston-protest-against-police-killings-of-black-people-resumes##https://whdh.com/news/hundreds-march-through-boston-to-protest-police-killings/
6	5981	Albany, NY	Saturday, April 17, 2021		Subject(s): Daunte Wright, Adam Toledo (Non-Black), General - Police Brutality	Participant(s): Unclear	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.timesunion.com/news/article/Albany-Black-Lives-Matter-protest-to-take-place-16108600.php##https://twitter.com/WAMCNews/status/1383474008557965314
6	6002	Sebastopol, CA	Friday, April 16, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 20	Time: Afternoon-Evening	Description: Youth-led	Source(s):##https://www.sonomawest.com/sonoma_west_times_and_news/news/youth-protest-in-sebastopol-against-daunte-wright-s-killing/article_aefdd71e-a179-11eb-aa29-6b9ecb20604b.html
6	5993	Salt Lake City, UT	Friday, April 16, 2021		Subject(s): Daunte Wright, George Floyd, Non Black - Bryan Pena-Valencia, Local - Police Brutality, General - Police Brutality	Participant(s): 50+ (est.)	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.fox13now.com/news/local-news/black-lives-matter-utah-calls-for-justice-through-protest##https://kslnewsradio.com/1946999/black-lives-matter-utah-rally-a-call-for-justice/
6	5990	Kalamazoo, MI	Friday, April 16, 2021		Subject(s): General - Police Brutality	Participant(s): 100	Time: Unclear	"Description: Protest organizer said, ""We’re here to protest for all the Black people whose names we don’t know, for all violence done to them that wasn’t filmed."""	Source(s):##https://wwmt.com/news/local/black-lives-matter-protest-remains-peaceful-as-dozens-demonstrate-in-kalamazoo
6	6022	Duluth, MN	Wednesday, April 14, 2021		Subject(s): Daunte Wright, Ofc. Kim Potter, General - Police Brutality	Participant(s): 100-150	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.duluthnewstribune.com/news/6985444-Duluthians-march-in-protest-of-Daunte-Wright-shooting
7	5982	Albany, NY	Wednesday, April 14, 2021		Subject(s): Daunte Wright, General - Police Brutality	Participant(s): 50	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.timesunion.com/news/article/Protesters-police-clash-during-albany-protest-16101726.php
7	5986	Columbus, OH	Tuesday, April 13, 2021		Subject(s): Miles Jackson, Daunte Wright, Casey Goodson Jr., Andre Hill, Columbus Police Department, Local - Police Brutality, General - Police Brutality	Participant(s): 100+	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.dispatch.com/story/news/local/2021/04/13/protest-columbus-police-headquarters-leads-clash/7215643002/
7	5980	Brooklyn Center, MN	Tuesday, April 13, 2021		Subject(s): Daunte Wright, Ofc. Kim Potter, Brooklyn Center Police Department, General - Police Brutality, Local - Police Brutality	Participant(s): 800-1000	Time: Afternoon-Evening	Description: Outside Brooklyn Center Police Dept w/ march to and back from FBI office	Source(s):##https://www.startribune.com/protesters-police-clash-for-third-straight-night-in-wake-of-daunte-wright-s-death/600045600/
7	5979	Chicago, IL	Tuesday, April 13, 2021		Subject(s): Daunte Wright, Ofc. Kim Potter, Brooklyn Center Police Department, General - Police Brutality, Local - Police Brutality	Participant(s): 100	Time: Evening	Description: Against killing of Wright by Potter	Source(s):##https://blockclubchicago.org/2021/04/13/downtown-chicago-crowd-marches-in-honor-of-daunte-wright-adam-toledo-and-victims-of-police-violence-this-is-our-problem-too/
7	5987	Westerville, OH	Monday, April 12, 2021		Subject(s): Miles Jackson, Columbus Police Department, Local - Police Brutality	Participant(s): 40-50	Time: Evening	Description: No details included for this demonstration.	Source(s):##https://www.dispatch.com/story/news/local/2021/04/12/police-shooting-reported-st-anns-hospital-circumstances-unclear/7193118002/
7	5957	Brooklyn Center, MN	Monday, April 12, 2021		Subject(s): Daunte Wright, Brooklyn Center Police Department	Participant(s): Hundreds	Time: Evening	Description: At site where Wright was fatally shot by police; vigil; attended by Wright's family; erected a wooden fist sculpture originally at site of George Floyd's death	Source(s):##https://minnesotareformer.com/2021/04/13/mourners-hold-vigil-for-daunte-wright-while-demonstrators-clash-with-police-nearb/
7	5956	Brooklyn Center, MN	Monday, April 12, 2021		Subject(s): Daunte Wright, Brooklyn Center Police Department	Participant(s): Hundreds	Time: Evening	Description: Outside Brooklyn Center police station; after curfew	Source(s):##https://www.mprnews.org/story/2021/04/13/protests-continued-for-a-second-night-as-the-officer-who-killed-daunte-wright-is-identified##https://minnesotareformer.com/2021/04/13/mourners-hold-vigil-for-daunte-wright-while-demonstrators-clash-with-police-nearb/
7	5930	Brooklyn Center, MN	Sunday, April 11, 2021	- Monday, April 12, 2021	Subject(s): Daunte Wright, Brooklyn Center Police Department	Participant(s): 200	Time: Afternoon-Morning	Description: Impromptu demonstration after a Brooklyn Center police officer fatally shot Wright	Source(s):##https://www.startribune.com/brooklyn-center-police-fatally-shoot-man-20-inflaming-tensions-during-the-derek-chauvin-trial/600044821/##https://www.duluthnewstribune.com/news/crime-and-courts/6980376-PHOTOS-Police-clash-with-protesters-in-Brooklyn-Center-after-officer-fatally-shoots-man##https://twitter.com/UR_Ninja/status/1381453062825406465##https://twitter.com/UR_Ninja/status/1381453062825406465
7	3937	Louisville, KY	Friday, June 5, 2020	- Monday, March 15, 2021	Subject(s): Breonna Taylor	Participant(s): Hundreds (est.)	Time: Continuous	Description: Makeshift memorial & near constant presence of protesters for Taylor in Jefferson Square Park; memorial removed by activists on 3/15/22	Source(s):##https://www.wdrb.com/news/breonna-taylor-memorials-removed-from-jefferson-square-park-by-activists/article_7eca5202-85a9-11eb-90ba-4b65e00f16d0.html##https://twitter.com/ladd_sarah/status/1308925790529167360##https://twitter.com/HayesGardner/status/1273370970686984199##https://twitter.com/LRatterman_WDRB/status/1270373374817116161##https://twitter.com/eileenstreet/status/1269030026382659586##https://twitter.com/SpectrumNews1KY/status/1269002027801198594
7	5565	Kenosha, WI	Tuesday, January 5, 2021		Subject(s): Jacob Blake, DA Michael Graveley, Ofc. Rusten Sheskey	Participant(s): 60	Time: Evening	Description: Rally outside County Admin Bldg against Graveley's decision to not charge Sheskey for shooting Blake	Source(s):##https://www.kenoshanews.com/news/local/watch-now-kenosha-protest-march-end-peacefully-tuesday-night/article_a8dbe4d5-f599-524c-a743-72835148424e.html
7	5564	Kenosha, WI	Tuesday, January 5, 2021		Subject(s): Jacob Blake, DA Michael Graveley, Ofc. Rusten Sheskey	Participant(s): 80+ (est.)	Time: Evening	Description: March, car caravan against Graveley's decision not to charge Sheskey for shooting Blake	Source(s):##https://www.kenoshanews.com/news/local/watch-now-kenosha-protest-march-end-peacefully-tuesday-night/article_a8dbe4d5-f599-524c-a743-72835148424e.html
7	5545	Minneapolis, MN	Sunday, January 3, 2021		Subject(s): Dolal Idd, Hennepin County Sheriff's Office	Participant(s): 1000	Time: Afternoon-Evening	Description: No details included for this demonstration.	Source(s):##https://www.startribune.com/hundreds-march-in-protest-of-minneapolis-police-killing/600006494/
7	5555	Wauwatosa, WI	Saturday, January 2, 2021		Subject(s): Local - Black Lives Matter Movement, Local - Police Brutality, Local - Racism/White Supremacy	Participant(s): 200	Time: Unclear	Description: Youth-led, marked 200 days of protest	Source(s):##https://www.wisn.com/article/stand-up-fight-back-protest-hit-streets-of-wauwatosa/35111425
7	5553	Denver, CO	Saturday, January 2, 2021		Subject(s): Black Lives Matter Activist/Protester, General - Black Lives Matter Movement	Participant(s): Dozens	Time: Afternoon	Description: In support of woman told to remove BLM sign from window of her retirement home	Source(s):##https://www.9news.com/article/news/community/cars-rally-for-blm-sign/73-0ccd20ce-cd1e-4276-af16-98f8272a138d
7	5559	Ireland	Friday, January 1, 2021		Subject(s): George Nkencho	Participant(s): 2100 (est.)	Time: Afternoon	Description: Online vigil	Source(s):##https://www.facebook.com/MERJIreland/videos/157103922514466/
7	5558	Dublin, Ireland	Friday, January 1, 2021		Subject(s): George Nkencho	Participant(s): 70 (est.)	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://protests.media/black-lives-matter-protesters-in-dublin-hold-vigil-for-george-nkencho/##https://twitter.com/merj_ireland/status/1344986961002508288
7	5557	Galway, Ireland	Friday, January 1, 2021		Subject(s): George Nkencho	Participant(s): 40-50 (est.)	Time: Afternoon	Description: No details included for this demonstration.	Source(s):##https://twitter.com/AxliWrites/status/1345039662960812032##https://twitter.com/merj_ireland/status/1344986961002508288
7	5546	Salem, OR	Friday, January 1, 2021		Subject(s): Local - Racism/White Supremacy, Local - Police Brutality	Participant(s): 100	Time: Unclear	Description: No details included for this demonstration.	Source(s):##https://www.thecentersquare.com/oregon/pick-a-side-oregon-protesters-ring-in-new-years-day-with-ultimatum-for-police/article_d2f75abc-4cad-11eb-ac13-7f40ca9b356f.html
7	5554	Dublin, Ireland	Thursday, December 31, 2020		Subject(s): George Nkencho, Blanchardstown Armed Support Unit	Participant(s): 100+	Time: Morning-Afternoon	Description: No details included for this demonstration.	Source(s):##https://www.irishpost.com/news/protestors-gather-outside-dublin-police-station-after-armed-officers-shoot-dead-black-man-200692
7	4558	Seattle, WA - start date?, blm for real?	Thursday, July 2, 2020	- Thursday, December 31, 2020	Subject(s): General - Police Brutality, General - Law Enforcement, General - Racism/White Supremacy	Participant(s): Unclear	Time: Continuous	Description: Occupation of Seattle Central College front lawn	Source(s):##https://komonews.com/news/project-seattle/homeless-encampment-on-lawn-of-seattle-central-college-stirs-concern
8	5577	Chicago, IL	Sunday, December 27, 2020		Subject(s): Anjanette Young, Chicago Police Department (CPD)	Participant(s): Hundreds	Time: Afternoon	Description: Led by Black women, against improper raid of Young's house by CPD	Source(s):##https://chicago.suntimes.com/2020/12/27/22201974/anjanette-young-black-women-gather-support-botched-police-raid
