Task,x,y,chart,performance
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Table,Very Bad
Anomalies,Ordinal,Numerical,BarChart,Very Bad
Anomalies,Numerical,Numerical,LineChart,Very Bad
Anomalies,Numerical,Numerical,LineChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Numerical,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Very Bad
Anomalies,Nominal,Numerical,Table,Very Bad
Anomalies,Numerical,Numerical,Table,Very Bad
Anomalies,Ordinal,Numerical,Table,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,PieChart,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Derived,Numerical,Numerical,BarChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,LineChart,Very Bad
Extremum,Numerical,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Scatterplot,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,Scatterplot,Very Bad
Filter,Nominal,Numerical,Table,Very Bad
Order,Ordinal,Numerical,BarChart,Very Bad
Order,Nominal,Numerical,Scatterplot,Very Bad
Order,Nominal,Numerical,Table,Very Bad
Range,Ordinal,Numerical,BarChart,Very Bad
Range,Nominal,Numerical,LineChart,Very Bad
Range,Numerical,Numerical,LineChart,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Ordinal,Numerical,Table,Very Bad
Range,Ordinal,Numerical,Table,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Anomalies,Nominal,Numerical,BarChart,Very Bad
Anomalies,Nominal,Numerical,BarChart,Very Bad
Anomalies,Numerical,Numerical,BarChart,Very Bad
Anomalies,Ordinal,Numerical,LineChart,Very Bad
Anomalies,Ordinal,Numerical,LineChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,Table,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Derived,Ordinal,Numerical,BarChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,PieChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Table,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,PieChart,Very Bad
Distribution,Ordinal,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,Table,Very Bad
Extremum,Numerical,Numerical,BarChart,Very Bad
Extremum,Nominal,Numerical,LineChart,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,Scatterplot,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,Table,Very Bad
Order,Ordinal,Numerical,LineChart,Very Bad
Order,Numerical,Numerical,PieChart,Very Bad
Order,Ordinal,Numerical,Table,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,PieChart,Very Bad
Retrieve,Nominal,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Nominal,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Anomalies,Nominal,Numerical,BarChart,Very Bad
Anomalies,Numerical,Numerical,BarChart,Very Bad
Anomalies,Ordinal,Numerical,LineChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Numerical,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Very Bad
Anomalies,Nominal,Numerical,Table,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Ordinal,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,PieChart,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Nominal,Numerical,Table,Very Bad
Cluster,Ordinal,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Derived,Nominal,Numerical,BarChart,Very Bad
Derived,Numerical,Numerical,BarChart,Very Bad
Derived,Ordinal,Numerical,BarChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Table,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,PieChart,Very Bad
Distribution,Numerical,Numerical,PieChart,Very Bad
Distribution,Numerical,Numerical,PieChart,Very Bad
Distribution,Nominal,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,Table,Very Bad
Distribution,Numerical,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,BarChart,Very Bad
Extremum,Nominal,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,LineChart,Very Bad
Extremum,Numerical,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Scatterplot,Very Bad
Extremum,Ordinal,Numerical,Scatterplot,Very Bad
Extremum,Ordinal,Numerical,Scatterplot,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Nominal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,Scatterplot,Very Bad
Order,Ordinal,Numerical,BarChart,Very Bad
Order,Nominal,Numerical,LineChart,Very Bad
Order,Ordinal,Numerical,LineChart,Very Bad
Order,Ordinal,Numerical,LineChart,Very Bad
Order,Nominal,Numerical,PieChart,Very Bad
Order,Nominal,Numerical,Scatterplot,Very Bad
Order,Numerical,Numerical,Scatterplot,Very Bad
Order,Numerical,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,LineChart,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,PieChart,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Anomalies,Numerical,Numerical,BarChart,Very Bad
Anomalies,Nominal,Numerical,LineChart,Very Bad
Anomalies,Numerical,Numerical,LineChart,Very Bad
Anomalies,Ordinal,Numerical,LineChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Numerical,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Very Bad
Anomalies,Numerical,Numerical,Table,Very Bad
Anomalies,Numerical,Numerical,Table,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Ordinal,Numerical,Scatterplot,Very Bad
Cluster,Nominal,Numerical,Table,Very Bad
Cluster,Ordinal,Numerical,Table,Very Bad
Correlation,Numerical,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Correlation,Numerical,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Numerical,Numerical,Table,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Derived,Nominal,Numerical,BarChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,PieChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,PieChart,Very Bad
Distribution,Numerical,Numerical,PieChart,Very Bad
Distribution,Numerical,Numerical,Scatterplot,Very Bad
Distribution,Ordinal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Ordinal,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,PieChart,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Numerical,Numerical,PieChart,Very Bad
Filter,Numerical,Numerical,Table,Very Bad
Order,Nominal,Numerical,BarChart,Very Bad
Order,Nominal,Numerical,LineChart,Very Bad
Order,Nominal,Numerical,PieChart,Very Bad
Order,Ordinal,Numerical,PieChart,Very Bad
Order,Ordinal,Numerical,PieChart,Very Bad
Order,Nominal,Numerical,Scatterplot,Very Bad
Order,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,BarChart,Very Bad
Range,Numerical,Numerical,LineChart,Very Bad
Range,Ordinal,Numerical,LineChart,Very Bad
Range,Ordinal,Numerical,LineChart,Very Bad
Range,Ordinal,Numerical,PieChart,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Ordinal,Numerical,Table,Very Bad
Range,Ordinal,Numerical,Table,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Nominal,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Nominal,Numerical,Scatterplot,Very Bad
Retrieve,Nominal,Numerical,Scatterplot,Very Bad
Retrieve,Nominal,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Numerical,Numerical,Scatterplot,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Anomalies,Nominal,Numerical,BarChart,Very Bad
Anomalies,Nominal,Numerical,LineChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Nominal,Numerical,ScatterPlot,Very Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Very Bad
Anomalies,Nominal,Numerical,Table,Very Bad
Anomalies,Nominal,Numerical,Table,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,PieChart,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Correlation,Numerical,Numerical,PieChart,Very Bad
Correlation,Ordinal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Ordinal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,PieChart,Very Bad
Derived,Numerical,Numerical,PieChart,Very Bad
Derived,Ordinal,Numerical,PieChart,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Derived,Nominal,Numerical,Table,Very Bad
Derived,Ordinal,Numerical,Table,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,PieChart,Very Bad
Distribution,Ordinal,Numerical,PieChart,Very Bad
Distribution,Numerical,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,Table,Very Bad
Distribution,Numerical,Numerical,Table,Very Bad
Extremum,Numerical,Numerical,LineChart,Very Bad
Extremum,Numerical,Numerical,LineChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Nominal,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,PieChart,Very Bad
Extremum,Numerical,Numerical,Scatterplot,Very Bad
Extremum,Ordinal,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Table,Very Bad
Extremum,Ordinal,Numerical,Table,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Order,Ordinal,Numerical,BarChart,Very Bad
Order,Nominal,Numerical,LineChart,Very Bad
Order,Numerical,Numerical,LineChart,Very Bad
Order,Numerical,Numerical,LineChart,Very Bad
Order,Numerical,Numerical,PieChart,Very Bad
Order,Numerical,Numerical,PieChart,Very Bad
Order,Numerical,Numerical,PieChart,Very Bad
Order,Numerical,Numerical,Scatterplot,Very Bad
Order,Nominal,Numerical,Table,Very Bad
Range,Numerical,Numerical,PieChart,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
Anomalies,Numerical,Numerical,PieChart,Very Bad
Anomalies,Ordinal,Numerical,PieChart,Very Bad
Anomalies,Numerical,Numerical,ScatterPlot,Very Bad
Anomalies,Numerical,Numerical,Table,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,LineChart,Very Bad
Cluster,Numerical,Numerical,LineChart,Very Bad
Cluster,Nominal,Numerical,Scatterplot,Very Bad
Cluster,Numerical,Numerical,Scatterplot,Very Bad
Correlation,Ordinal,Numerical,Table,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,LineChart,Very Bad
Derived,Numerical,Numerical,LineChart,Very Bad
Derived,Nominal,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Numerical,Numerical,Scatterplot,Very Bad
Derived,Ordinal,Numerical,Scatterplot,Very Bad
Distribution,Nominal,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Numerical,Numerical,LineChart,Very Bad
Distribution,Ordinal,Numerical,LineChart,Very Bad
Distribution,Nominal,Numerical,PieChart,Very Bad
Distribution,Nominal,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Scatterplot,Very Bad
Extremum,Numerical,Numerical,Table,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Nominal,Numerical,LineChart,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Numerical,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,LineChart,Very Bad
Filter,Ordinal,Numerical,Scatterplot,Very Bad
Filter,Numerical,Numerical,Table,Very Bad
Order,Ordinal,Numerical,LineChart,Very Bad
Order,Ordinal,Numerical,PieChart,Very Bad
Order,Ordinal,Numerical,PieChart,Very Bad
Order,Nominal,Numerical,Scatterplot,Very Bad
Order,Numerical,Numerical,Scatterplot,Very Bad
Order,Numerical,Numerical,Scatterplot,Very Bad
Order,Numerical,Numerical,Table,Very Bad
Order,Numerical,Numerical,Table,Very Bad
Range,Ordinal,Numerical,LineChart,Very Bad
Range,Ordinal,Numerical,LineChart,Very Bad
Range,Nominal,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,PieChart,Very Bad
Range,Ordinal,Numerical,PieChart,Very Bad
Range,Ordinal,Numerical,PieChart,Very Bad
Range,Numerical,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Ordinal,Numerical,Scatterplot,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Nominal,Numerical,Table,Very Bad
Range,Numerical,Numerical,Table,Very Bad
Range,Numerical,Numerical,Table,Very Bad
Range,Ordinal,Numerical,Table,Very Bad
Retrieve,Numerical,Numerical,LineChart,Very Bad
Retrieve,Ordinal,Numerical,LineChart,Very Bad
Retrieve,Numerical,Numerical,PieChart,Very Bad
Retrieve,Ordinal,Numerical,Scatterplot,Very Bad
Anomalies,Nominal,Numerical,PieChart,Very Bad
